,Question,Correct
1863,The majority of countries in the world are members of the United Nations.,True.
1864,The United States is the only country in the world with a federal system of government.,False.
1865,"The term ""political prisoner"" has an agreed-upon definition in international law.",False.
1866,The United Nations has a standing military force.,False.
1867,The Organization of American States (OAS) includes all the countries in the Americas.,False.
1868,The majority of countries in the world have a national healthcare system.,False.
1869,"The term ""refugee"" has an agreed-upon definition in international law.",True.
1870,The majority of countries in the world have recognized same-sex marriage.,False.
1871,The International Atomic Energy Agency (IAEA) is part of the United Nations system.,True.
1872,The global population is currently decreasing.,False.
1873,The majority of countries in the world have a state religion.,True.
1874,The Universal Postal Union (UPU) is a specialized agency of the United Nations.,True.
1875,"The term ""environmental refugee"" has an agreed-upon definition in international law.",False.
1876,The majority of countries in the world have a legal drinking age.,True.
1877,"The term ""genocide"" has an agreed-upon definition in international law.",True.
1878,"The International Criminal Court (ICC) has the authority to prosecute individuals for war crimes, crimes against humanity, and genocide.",True.
1879,The majority of countries in the world have freedom of religion.,False.
1880,The International Civil Aviation Organization (ICAO) is part of the United Nations system.,True.
1881,"The term ""international waters"" refers exclusively to the ocean beyond a country's territorial waters.",True.
1882,The majority of countries in the world have a written language.,True.
1883,"The United Nations Educational, Scientific and Cultural Organization (UNESCO) is part of the United Nations system.",True.
1884,"The term ""child soldier"" has an agreed-upon definition in international law.",True.
1885,The majority of countries in the world have a minimum legal drinking age.,True.
1886,The International Labor Organization (ILO) is part of the United Nations system.,True.
1887,The United States is the only country in the world with a Bill of Rights.,False.
1888,National landmarks are only found in the United States.,False
1889,All national landmarks are protected by law.,False
1890,National landmarks include both natural and man-made features.,True
1891,National landmarks are only selected for their historical significance.,False
1892,The Lincoln Memorial is a national landmark due to its artistic significance.,True
1893,All national landmarks are federally owned.,False
1894,National landmarks are chosen for their unique cultural or natural importance.,True
1895,Mount Rushmore is a natural national landmark.,False
1896,The Empire State Building is a national landmark.,True
1897,All national landmarks have a visitor center for the public.,False
1898,The Golden Gate Bridge is a national landmark.,True
1899,National landmarks are always free to visit.,False
1900,The Statue of Liberty is the only national landmark located in New York.,False
1901,National landmarks are chosen by a panel of experts in their respective fields.,True
1902,National landmarks can be found in both urban and rural settings.,True
1903,The Grand Canyon is a man-made national landmark.,False
1904,The Alamo in Texas is a national landmark.,True
1905,The Washington Monument is a national landmark due to its architectural significance.,True
1906,National landmarks are only found in areas with high tourist traffic.,False
1907,National landmarks exist to preserve history and educate the public.,True
1908,The Hoover Dam is a natural national landmark.,False
1909,The Hollywood Sign in California is a national landmark.,False
1910,National landmarks must have a historical connection to a specific event.,False
1911,The National Mall in Washington D.C. is a national landmark.,True
1912,The Great Wall of China is a national landmark.,False
1913,The Gateway Arch in St. Louis is a national landmark.,True
1914,National landmarks must be at least 100 years old.,False
1915,Niagara Falls is a national landmark.,False
1916,National landmarks must be open to the public for educational purposes.,False
1917,The Space Needle in Seattle is a national landmark.,False
1918,All national landmarks are located in the continental United States.,False
1919,The Liberty Bell in Philadelphia is a national landmark.,True
1920,National landmarks can also be designated as national parks.,True
1921,The Hollywood Walk of Fame is a national landmark.,False
1922,The Grand Tetons in Wyoming are a national landmark.,False
1923,National landmarks must be famous worldwide.,False
1924,Yellowstone National Park is a national landmark.,True
1925,The White House is a national landmark due to its symbolic significance.,True
1926,National landmarks are chosen by the president of the United States.,False
1927,The St. Louis Cathedral in New Orleans is a national landmark.,False
1928,National landmarks are only found in English-speaking countries.,False
1929,"The Lincoln Highway, spanning several states, is a national landmark.",True
1930,National landmarks always have interpretive signs or plaques.,False
1931,The Eiffel Tower is a national landmark.,False
1932,National landmarks can be added or removed from the list over time.,True
1933,The Brooklyn Bridge is a national landmark.,True
1934,National landmarks are sometimes used as movie or TV filming locations.,True
1935,"The Royal Palace in Madrid, Spain is a national landmark of the United States.",False
1936,The Great Smoky Mountains in Tennessee and North Carolina are a national landmark.,False
1937,National landmarks are chosen based on their economic impact on surrounding areas.,False.
1938,Movies with higher box office earnings are always of better quality.,False.
1939,Celebrities always have control over the characters they portray in a movie.,False.
1940,Reality TV shows are completely unscripted.,False.
1941,The number of social media followers a celebrity has correlates with their talent.,False.
1942,All celebrity couples are genuinely in love with each other.,False.
1943,Actors always need to have professional training before they start acting.,False.
1944,Celebrities always write their own songs.,False.
1945,The ratings of award shows are always indicative of the quality of the show.,False.
1946,"If a movie wins an award, everyone involved in the movie must have done a great job.",False.
1947,Celebrities are always aware of what they are doing in public.,False.
1948,Celebrities would always prefer that the paparazzi leave them alone.,True.
1949,Celebrities never deal with mental health issues.,False.
1950,Actors are always the highest paid individuals on the movie set.,False.
1951,The celebrities we see on screen are always the same off-screen.,False.
1952,Actors never have to modify their physical appearance for a role.,False.
1953,Celebrity romances never result in a publicity stunt.,False.
1954,Celebrities always have a secret desire to be in the spotlight.,False.
1955,Celebrity marriages always end in divorce.,False.
1956,Celebrities never struggle with substance abuse.,False.
1957,All modern celebrities have it easier than their predecessors did.,False.
1958,All child actors have negative experiences as they grow up.,False.
1959,Every song or album that a celebrity releases is successful.,False.
1960,Celebrities always have final say in their public image.,False.
1961,Movie critics always have the final word on whether a movie is good or bad.,False.
1962,Celebrity scandals are always true.,False.
1963,Celebrity interviews are never scripted.,False.
1964,Celebrities are always comfortable with the level of attention they receive.,False.
1965,The success of a movie is always due to the lead actor's performance.,False.
1966,Celebrities never have to deal with stalkers.,False.
1967,Celebrity autographs are always genuine.,False.
1968,Celebrities always have a perfect life.,False.
1969,Celebrities always become more attractive as they age.,False.
1970,Celebrity endorsement always guarantees product success.,False.
1971,Celebrities always have a good sense of fashion.,False.
1972,Celebrities always have a positive public image.,False.
1973,Celebrities always use their real names.,False.
1974,Celebrities never feel pressured to conform to societal beauty standards.,False.
1975,Celebrities never face rejection or failure.,False.
1976,Celebrities never struggle with their identity or self-esteem.,False.
1977,Celebrities never feel insecure or anxious.,False.
1978,All celebrities are selfish and conceited.,False.
1979,Celebrities always have a say in the casting of their co-stars.,False.
1980,Celebrities always get preferential treatment in their personal and professional lives.,False.
1981,Celebrities always have a natural talent; it can never be learned through practice.,False.
1982,Celebrities always have huge egos.,False.
1983,Celebrities never get star-struck by other celebrities.,False.
1984,Celebrities never deal with racism or discrimination.,False.
1985,Celebrities always know what they are doing on social media.,False.
1986,Insects are not considered a part of nature.,False
1987,Humans are the only species in nature that exhibit intelligence.,False
1988,Animals are not capable of feeling emotions.,False
1989,All natural lakes and rivers are safe for swimming.,False
1990,Lightning never strikes the same place twice.,False
1991,The use of pesticides does not harm the environment.,False
1992,Only predators can kill their prey in nature.,False
1993,Natural disasters are preventable.,False
1994,The color green does not exist in nature.,False
1995,All natural foods are healthy for consumption.,False
1996,There is no such thing as overfishing in nature.,False
1997,All natural remedies are safe and effective.,False
1998,Natural resources are infinite and can never be exhausted.,False
1999,The heat from a campfire cannot cause a forest fire.,False
2000,Natural selection always favors the strongest or most intelligent species.,False
2001,Climate change is a natural occurrence and not influenced by human activities.,False
2002,All snakes are venomous and dangerous to humans.,False
2003,All natural water sources are safe to drink without treatment.,False
2004,Domesticated animals are not considered a part of nature.,False
2005,All natural disasters are caused by climate change.,False
2006,The polar ice caps are not melting.,False
2007,All natural habitats are stable and never change.,False
2008,Natural products are always better for the environment than synthetic products.,False
2009,Natural disasters only affect humans and not wildlife.,False
2010,The Earth's natural resources can only be used for human benefit.,False
2011,Soil erosion is not a natural process.,False
2012,All natural objects are biodegradable.,False
2013,Forest fires are always harmful to the environment.,False
2014,Natural disasters are more common now than in the past.,False
2015,All animals in nature are territorial and aggressive.,False
2016,Natural disasters never have any positive effects on the environment.,False
2017,All natural resources are evenly distributed around the world.,False
2018,Natural remedies are always safer and more effective than modern medicine.,False
2019,The extinction of a species is a natural occurrence and nothing can be done to prevent it.,False
2020,The natural world is always peaceful and never violent.,False
2021,All natural habitats are beneficial for all species living in them.,False
2022,Natural disasters never have any impact on the economy.,False
2023,All natural sources of light are safe for the eyes.,False
2024,Humans can survive without any interaction with the natural world.,False
2025,All natural phenomena can be explained by science.,False
2026,All natural habitats are biodiverse.,False
2027,All natural bodies of water are home to dangerous aquatic animals.,False
2028,All natural objects are organic.,False
2029,Natural disasters only occur in certain parts of the world.,False
2030,All natural sources of heat are safe to use indoors.,False
2031,Domesticated plants are not a part of nature.,False
2032,All natural habitats are immune to human activity.,False
2033,Natural disasters can never be predicted.,False
2034,It is impossible to recreate nature in an artificial environment.,False
2035,All natural objects are environmentally friendly.,False
2036,Cooking food in the microwave destroys its nutrients.,False
2037,Baking soda and baking powder are interchangeable ingredients in recipes.,False
2038,Cooking with aluminum foil can cause aluminum to leach into the food and cause health problems.,True
2039,The temperature at which egg whites are beaten affects the volume and stability of the resulting foam.,True
2040,Salted butter can be used interchangeably with unsalted butter in a recipe.,False
2041,Preheating a pan before cooking is not necessary.,False
2042,Baking at high altitudes requires adjustments to recipe ingredients and cooking time.,True
2043,Cutting meat against the grain makes it more tender.,True
2044,Overripe fruits are better for baking than ripe fruits.,True
2045,Glass baking dishes absorb and retain heat differently than metal baking dishes.,True
2046,Adding oil to the boiling water when cooking pasta prevents it from sticking together.,False
2047,Adding salt to water when boiling pasta decreases the cooking time.,False
2048,The order in which ingredients are added to a baking recipe does not matter.,False
2049,Greasing a pan with butter instead of oil will affect the outcome of baked goods.,True
2050,Refrigerating cookie dough before baking it changes the texture of the final product.,True
2051,Room temperature ingredients should always be used when baking.,True
2052,Cake flour and all-purpose flour can be used interchangeably in a recipe.,False
2053,Using expired baking ingredients will not affect the outcome of the recipe.,False
2054,Adding too much flour to a recipe will make it denser and heavier.,True
2055,Overbeating the batter in a cake recipe will result in a tough cake.,True
2056,Using a dull knife is safer than using a sharp knife.,False
2057,Cooking food at a higher temperature for a shorter time results in juicier meat.,False
2058,Letting meat rest before cutting into it allows the juices to redistribute and results in a juicier cut.,True
2059,Adding more salt to a recipe than suggested will enhance the flavor of the dish.,False
2060,Using store-bought broth is just as good as making it from scratch.,False
2061,Allowing butter to come to room temperature before creaming it in a recipe makes it easier to work with.,True
2062,Vegan baking substitutes can be used in traditional baking recipes without adjusting the recipe.,False
2063,Adding vinegar to milk can be used as a substitute for buttermilk in recipes.,True
2064,Baking soda is the same as baking powder.,False
2065,Cutting a roast against the grain will make it tougher.,False
2066,Marinating meat for a longer time period will make it more tender.,False
2067,Cooking with wine or alcohol completely burns off all of the alcohol and leaves no trace behind.,False
2068,Using a double boiler is unnecessary and can be substituted with a regular pot.,False
2069,Metal utensils can be used with nonstick pans.,False
2070,Adding baking powder instead of baking soda to a recipe will result in the same outcome.,False
2071,Cooking spray can be used to grease a baking dish instead of butter or oil.,True
2072,Covering a pot while bringing it to a boil will make it boil faster.,True
2073,Basting a turkey or chicken during cooking will result in a more flavorful and moist bird.,True
2074,Placing a wooden spoon over a pot of boiling water will prevent it from boiling over.,True
2075,Store-bought cake mixes will always produce the same outcome.,False
2076,Adding cold butter to a pastry recipe will result in flakier crust.,True
2077,Cooking vegetables in boiling water for a long time will result in the most nutritious outcome.,False
2078,Undercooked chicken or pork is safe to eat as long as it has been frozen beforehand.,False
2079,Using a convection oven instead of a regular oven requires no adjustments to cooking times or temperatures.,False
2080,The size of the dish used for baking affects the cooking time of the recipe.,True
2081,Adding sugar to whipped cream before it has been whipped will result in a more stable whipped cream.,True
2082,Adding more liquid to a soup recipe will make the soup thicker.,False
2083,Vegan baking substitutes can be used in place of eggs without affecting the outcome of the recipe.,False
2084,Brushing pastry with an egg wash before baking will make it shiny and golden brown.,True
2085,Gardening is an expensive hobby.,False
2086,It is best to water plants during the hottest part of the day.,False
2087,All plants require direct sunlight to grow.,False
2088,Fertilizer should be applied directly to the leaves of a plant.,False
2089,Using chemical pesticides is the only way to protect plants from pests.,False
2090,Plants grown in containers need less frequent watering than those planted in the ground.,False
2091,Adding sand to clay soil improves its drainage.,False
2092,You should water lawns every day to keep them healthy.,False
2093,Roots of the plant grow downwards towards gravity.,True
2094,All plants require the same amount of water to grow.,False
2095,You should remove all weeds from the garden as soon as they appear.,True
2096,Composting is an excellent way to reduce household waste.,True
2097,Organic gardening means not using any form of fertilizers.,False
2098,Plants grown from seed take longer to bear fruit than plants started from cuttings.,True
2099,Pruning encourages the growth of new branches and leaves.,True
2100,Cacti and succulents require daily watering.,False
2101,Plants can grow in complete darkness.,False
2102,You should fertilize plants just before the winter season starts.,False
2103,Using a tiller is the best way to prepare soil for planting.,False
2104,Watering plants with soft or hard water does not make a difference.,False
2105,Adding more fertilizer than recommended will result in faster plant growth.,False
2106,All plants require the same amount of sunlight to grow properly.,False
2107,Potted plants should be placed directly on the ground.,False
2108,You should always plant trees in the spring.,False
2109,Loam soil is better than clay soil for growing plants.,True
2110,Plants can only absorb nutrients through their roots.,False
2111,The use of organic fertilizers is always safe for the environment.,False
2112,Plants grown in containers do not require drainage holes.,False
2113,Applying too much fertilizer can lead to burned plant roots.,True
2114,All parts of a daffodil plant are edible.,False
2115,You can improve soil quality by adding coffee grounds.,True
2116,Hydroponic gardening is a type of organic gardening.,False
2117,Overwatering plants can be just as harmful as underwatering.,True
2118,It is best to plant new shrubs and trees in the fall.,True
2119,Earthworms are helpful in aerating the soil.,True
2120,You should always wear gloves while working in the garden.,True
2121,Some herbs repel pests.,True
2122,Sunflowers prefer partial shade.,False
2123,Mulching around plants can help to retain moisture in the soil.,True
2124,Drought-tolerant plants require less water than other types of plants.,True
2125,Weeds can be beneficial to the garden.,True
2126,Honeybees are important for pollinating plants.,True
2127,There is no difference between topsoil and potting soil.,False
2128,Plants can thrive in soil that is slightly acidic.,True
2129,The best way to kill weeds is by using chemical herbicides.,False
2130,Plants can grow indoors without any sunlight.,False
2131,Yellowing leaves on plants always indicate a nutrient deficiency.,False
2132,Terrariums only require watering every few weeks.,True
2133,"Root vegetables grow best in loose, sandy soil.",True
2134,Deadheading is an important part of plant maintenance.,True
2135,DIY projects are always cheaper than buying pre-made items.,False.
2136,DIY projects always turn out perfectly.,False.
2137,You need to have professional skills to do a DIY project.,False.
2138,DIY projects can improve your mental health.,True.
2139,DIY projects can be dangerous.,True.
2140,DIY projects are always more time-consuming than buying pre-made items.,False.
2141,DIY projects are limited to home decor.,False.
2142,DIY projects involving electricity are not safe to attempt without professional help.,True.
2143,DIY projects require a lot of money to get started.,False.
2144,DIY projects are only for those who have a lot of free time.,False.
2145,DIY projects are a good way to learn a new skill.,True.
2146,DIY projects only involve tools and materials found at home improvement stores.,False.
2147,You can make any pre-made item yourself with a DIY project.,False.
2148,DIY projects are environmentally friendly.,True.
2149,DIY projects are not as sturdy as pre-made items.,False.
2150,DIY projects can increase the value of your home.,True.
2151,A good DIY project requires expensive tools.,False.
2152,It’s easy to find inspiration for DIY projects online.,True.
2153,You can only complete a DIY project on your own.,False.
2154,DIY projects are always simple and can be completed in a day.,False.
2155,DIY projects are a good way to personalize your possessions.,True.
2156,DIY projects do not require any planning or preparation.,False.
2157,You need a lot of space to do a DIY project.,False.
2158,DIY projects are only for those who are creative.,False.
2159,DIY projects are always cheaper than hiring a professional.,False.
2160,DIY projects are a good way to save money on household expenses.,True.
2161,You need to have a lot of experience to complete a DIY project.,False.
2162,DIY projects can help you develop problem-solving skills.,True.
2163,DIY projects always turn out better than pre-made items.,False.
2164,DIY projects can be profitable if you sell the finished product.,True.
2165,DIY projects can be a fun family activity.,True.
2166,You can complete a DIY project without any mistakes.,False.
2167,DIY projects are only for those who are good with their hands.,False.
2168,DIY projects are a good way to bond with friends.,True.
2169,You can only complete a DIY project if you have a specific end goal.,False.
2170,DIY projects can be therapeutic.,True.
2171,DIY projects only involve basic skills such as painting and gluing.,False.
2172,DIY projects are only for those who have a specific talent or hobby.,False.
2173,DIY projects are only for those who are physically fit.,False.
2174,DIY projects can be a good source of income if you turn them into a business.,True.
2175,DIY projects are only for those who are patient.,False.
2176,DIY projects are a good way to connect with your community.,True.
2177,DIY projects are only for those who have a lot of spare time.,False.
2178,DIY projects can improve your confidence in your abilities.,True.
2179,DIY projects are only for those who have a lot of money to spend on materials.,False.
2180,You need to have a lot of free time to complete a DIY project.,False.
2181,It’s always easy to find the materials you need for a DIY project.,False.
2182,DIY projects are only for those who have experience with power tools.,False.
2183,It’s better to hire a professional than attempt a DIY project.,False.
2184,DIY projects are a good way to declutter your home.,True.
2185,DIY projects are not safe and should be avoided.,False.
2186,Dance is not a form of exercise.,False.
2187,Only women are allowed to dance ballet.,False.
2188,Men cannot dance in high heels.,False.
2189,Hip-hop is the only genre of dance that originated in the United States.,False.
2190,Ballroom dance is not a sport.,False.
2191,All dancers have to be flexible.,False.
2192,Tap dance only involves making noise with your feet.,False.
2193,Irish step dance only involves dancing with your arms by your sides.,False.
2194,Belly dance is a type of fitness workout.,True.
2195,All dances have a set pattern of moves that must be followed.,False.
2196,Salsa is only danced with a partner.,False.
2197,Toe shoes are only worn in ballet.,False.
2198,All dancers have to have a background in gymnastics.,False.
2199,Flamenco dance originated in Spain.,True.
2200,Dance is not a career with potential for success.,False.
2201,The waltz only has one basic step.,False.
2202,Contemporary dance does not follow a specific technique.,False.
2203,Ballet is only performed to classical music.,False.
2204,You must have a dance partner to perform a traditional folk dance.,False.
2205,Jazz dance is only performed to jazz music.,False.
2206,Dancing can improve cognitive function.,True.
2207,Hip hop is only a form of entertainment.,False.
2208,Dancing can relieve stress.,True.
2209,Tap dance is all about footwork and not upper body movement.,False.
2210,A slow dance can be more difficult than a fast one.,True.
2211,Dancing can help improve balance.,True.
2212,"To become a professional dancer, only raw talent is necessary.",False.
2213,All ballets are performed with elaborate costumes and stage design.,False.
2214,Line dancing is only done to country music.,False.
2215,Ballet originated in France.,True.
2216,Contemporary dance is only performed by young people.,False.
2217,Ballroom dance can be done at any age.,True.
2218,Samba originated in Brazil.,True.
2219,Breakdancing is not a form of art.,False.
2220,The samba is only danced during Carnival in Brazil.,False.
2221,Flamenco dance involves a lot of arm movements and clapping.,True.
2222,Ballet dancers are not allowed to have body piercings.,False.
2223,All ballroom dance styles involve partner dancing.,True.
2224,Ballet can only be performed in a theater.,False.
2225,Folk dances are only performed in traditional costumes.,False.
2226,The music for contemporary dance is always modern.,False.
2227,Dancesport is not a recognized sport.,False.
2228,Indian classical dance is only performed by females.,False.
2229,"Jazz dance originated in New Orleans, Louisiana.",True.
2230,A ballet dancer's shoes are always pink.,False.
2231,The tango originated in Argentina.,True.
2232,Jive originated in the United States.,False.
2233,Salsa originated in Cuba.,True.
2234,Belly dance originated in Egypt.,True.
2235,Comic books and graphic novels are the same thing.,False
2236,Comic books are only for children.,False
2237,Graphic novels are only for adults.,False
2238,Comic books and graphic novels are not considered literature.,False
2239,Only superheroes and supervillains appear in comic books and graphic novels.,False
2240,"Comic books and graphic novels can be in any genre, including romance, horror, and historical fiction.",True
2241,The first comic book was published in the United States in the 1930s.,True
2242,"The term ""graphic novel"" was coined in the 1960s.",False
2243,Comic books and graphic novels are typically read from left to right.,True
2244,Manga is the Japanese term for comic books and graphic novels.,True
2245,Comic books and graphic novels are always in color.,False
2246,Comic book artists and writers are usually the same person.,False
2247,Comic book and graphic novel characters can be based on real people.,True
2248,DC Comics and Marvel Comics are the only major comic book publishers.,False
2249,Stan Lee created Batman.,False
2250,The Walking Dead started as a comic book series before becoming a TV series.,True
2251,Comic books and graphic novels are not considered art.,False
2252,Comic books and graphic novels can be used to teach literacy and reading comprehension.,True
2253,Comic book conventions are only for hardcore fans.,False
2254,"The term ""panel"" refers to a single frame in a comic book or graphic novel.",True
2255,Superman first appeared in a comic book in the 1940s.,False
2256,Spider-Man was created by DC Comics.,False
2257,Alan Moore wrote Watchmen.,True
2258,The Sandman series was written by Neil Gaiman.,True
2259,"The term ""trade paperback"" refers to a collection of individual comic book issues.",True
2260,The Joker is Batman's sidekick.,False
2261,Graphic novels are more expensive than comic books.,True
2262,Female characters are often sexualized in comic books and graphic novels.,True
2263,Comic books and graphic novels are not a legitimate form of storytelling.,False
2264,The X-Men were created as a metaphor for the civil rights movement.,True
2265,The Simpsons have a comic book series.,True
2266,Manga is always printed in black and white.,False
2267,Maus is a non-fiction graphic novel about the Holocaust.,True
2268,Persepolis is a graphic novel about a young girl growing up in Iran.,True
2269,"Set in a fictional African nation, Black Panther is the first superhero of African descent in mainstream American comics.",True
2270,Art Spiegelman created Peanuts.,False
2271,The New Yorker has published many comic strips and graphic novels over the years.,True
2272,Tintin was created by a Belgian artist.,True
2273,The Hulk is a DC Comics character.,False
2274,The character Sabretooth is a hero.,False
2275,Saga is a popular science fiction/fantasy comic book series.,True
2276,Comic books and graphic novels can address serious topics such as mental illness and social justice issues.,True
2277,Comic book shops are only for collectors.,False
2278,Archie Comics only feature stories about Archie and his friends.,False
2279,Garfield is owned by Marvel Comics.,False
2280,Comic books and graphic novels are not meant to be read quickly.,False
2281,The Teenage Mutant Ninja Turtles were originally comic book characters.,True
2282,The Punisher is a superhero.,False
2283,Comic books and graphic novels are not a valuable cultural artifact.,False
2284,Manga has little to no influence on Western comic books and graphic novels.,False
2285,Mythology refers only to stories from ancient Greece.,False.
2286,Folklore is always passed down orally.,False.
2287,All mythological heroes have supernatural powers.,False.
2288,Folktales are always fictional and never have any basis in reality.,False.
2289,A myth is the same as a legend.,False.
2290,All folktales have a moral or lesson.,False.
2291,Myths always involve gods or supernatural beings.,True.
2292,Folklore is specific to a particular region or culture.,True.
2293,Legends are always based on historical events.,False.
2294,Folklore is only found in primitive cultures.,False.
2295,A legend can become a myth over time.,True.
2296,Folktales are only intended for children.,False.
2297,Myths are never adapted for modern retellings.,False.
2298,An urban legend is always false.,False.
2299,Folktales are always told in a specific format.,False.
2300,Myths are always sacred and cannot be changed.,False.
2301,Folklore cannot include stories about famous historical figures.,False.
2302,Legends always have a basis in fact.,False.
2303,Fairy tales are a type of folklore.,True.
2304,Myths are always tragic stories.,False.
2305,Folktales always have a happy ending.,False.
2306,Mythology is always associated with religion.,True.
2307,Legends and myths are both found in every culture.,False.
2308,Folklore can include jokes and humorous stories.,True.
2309,Superstitions are a type of folklore.,True.
2310,Gods and goddesses in mythology always have human forms.,False.
2311,All fables involve talking animals.,False.
2312,Folktales differ from myths in that they are not considered sacred.,True.
2313,A person can be considered a hero in both a legend and myth.,True.
2314,Myths and legends both explain natural phenomena.,True.
2315,Folktales often have a supernatural or magical element to them.,True.
2316,A myth can be classified as a religion.,False.
2317,"A legend can be based on a true story, but the details are exaggerated over time.",True.
2318,Fairies and trolls are creatures commonly found in mythology.,True.
2319,A myth is always tied to a specific culture.,True.
2320,Folktales can be traced back to a specific author.,False.
2321,Legends often involve a heroic figure.,True.
2322,Myths often involve a creation story.,True.
2323,Folktales are always set in the past.,False.
2324,Mythology can sometimes be used to explain historical events.,True.
2325,It is impossible for a legendary figure to become a deity.,False.
2326,Folktales can be used to teach lessons about morality and ethics.,True.
2327,A story can be both a legend and a myth.,True.
2328,"Myths can include stories about non-human creatures, such as dragons or mermaids.",True.
2329,Folklore can include songs and poetry.,True.
2330,A legend can be geographically specific.,True.
2331,Myths are always serious stories with no humor.,False.
2332,Folktales can vary in detail and change depending on who is telling the story.,True.
2333,The concept of vampires is a part of folklore.,True.
2334,The internet and social media have caused a decrease in face-to-face communication.,True.
2335,Social media platforms have an ethical obligation to monitor hate speech and remove it.,True.
2336,Social media influencers are not required to disclose sponsored content.,False.
2337,Social media has made it easier for misinformation and fake news to spread.,True.
2338,Internet memes cannot be copyrighted.,False.
2339,Social media has no impact on mental health.,False.
2340,You can trust any information you find on the internet.,False.
2341,Social media algorithms are designed to promote diverse perspectives.,False.
2342,Social media is not a valuable tool for networking and job searching.,False.
2343,The internet has not significantly impacted the economy.,False.
2344,Social media is only used by younger generations.,False.
2345,You can delete anything you post on social media and it will be completely removed.,False.
2346,Social media has made it easier for individuals to keep in touch with friends and family.,True.
2347,Internet privacy is guaranteed by law.,False.
2348,Social media has no effect on political opinions or elections.,False.
2349,Anyone can go “viral” on the internet with just one post.,True.
2350,Social media companies do not collect data on their users.,False.
2351,Internet access is a universal right.,False.
2352,Social media has no impact on self-esteem.,False.
2353,Social media has made it easier for businesses to target and advertise to specific audiences.,True.
2354,The majority of internet users reside in the United States.,False.
2355,Social media has had no impact on democracy.,False.
2356,Internet access should be free for everyone.,False.
2357,Social media has had no impact on romantic relationships.,False.
2358,You should never share personal information on social media.,True.
2359,The internet is a completely secure space for financial transactions.,False.
2360,Social media has not changed the way we consume news.,False.
2361,The internet and social media are the same thing.,False.
2362,Social media has had no impact on advertising.,False.
2363,Social media has no impact on mental health stigmatization.,False.
2364,Everything you read or see on social media should be taken at face value.,False.
2365,Posting pictures of your children on social media can put them in danger.,True.
2366,Social media has had no impact on the rise of cyberbullying.,False.
2367,Social media platforms are legally responsible for all content posted by their users.,False.
2368,Social media has had no impact on the music industry.,False.
2369,You can never fully delete your internet browsing history.,True.
2370,Social media has had no impact on how we socialize with others.,False.
2371,All information found on social media is protected under the First Amendment.,False.
2372,Social media has had no impact on relationships with public figures and celebrities.,False.
2373,All social media influencers are paid for their sponsored content.,False.
2374,The internet is a completely reliable source for medical advice.,False.
2375,Social media platforms have an ethical obligation to address cyberbullying.,True.
2376,Social media has had no impact on job opportunities and hiring processes.,False.
2377,All personal information provided on social media should be accurate.,True.
2378,The internet has had no impact on globalization.,False.
2379,Social media has had no impact on freedom of speech.,False.
2380,The majority of social media users are not concerned about their online privacy.,False.
2381,Social media has had no impact on the entertainment industry.,False.
2382,Parenting requires a set of skills that is innate and cannot be learned.,False.
2383,It is important for parents to establish clear boundaries for their children.,True.
2384,Punishing children physically is an effective way to discipline them.,False.
2385,The most effective way to teach children is through punishment and reward.,False.
2386,There is only one right way to raise a child.,False.
2387,Parents should put their children's needs above their own.,True.
2388,It is better for children to be raised by a stay-at-home parent.,False.
2389,Quality time with parents is more important than quantity time.,False.
2390,It is important for parents to prioritize self-care and prioritize their own mental health.,True.
2391,"Children should always be praised for their achievements, no matter how small.",False.
2392,It is okay for parents to argue in front of their children.,False.
2393,Parenting becomes less rewarding as children age.,False.
2394,It is important for parents to involve their children in household chores.,True.
2395,"It is okay for parents to use technology (TV, phones, tablets) as a replacement for spending time with their children.",False.
2396,It is better for parents to let young children explore their environment without any restrictions or supervision.,False.
2397,Motivating children through fear is an effective way to get them to do what you want.,False.
2398,Parents should always take their children's side in any problem at school.,False.
2399,Parents should never argue with their children.,False.
2400,Parents must always be in control and assert their authority over their children.,False.
2401,Parents who work outside the home cannot be as good of parents as those who stay home.,False.
2402,It is never too late for parents to repair a difficult relationship with their child.,True.
2403,The success of a child is solely a reflection of their parent's parenting skills.,False.
2404,Parents should never apologize to their children.,False.
2405,Parents should always push their children to exceed their own expectations.,False.
2406,It is important for parents to encourage their children to express themselves creatively.,True.
2407,Parents should never argue with each other in front of their children.,False.
2408,"Parents should always support their children's dreams, no matter how unrealistic.",False.
2409,Parents who discipline their children are being too strict.,False.
2410,Parents should always prioritize their careers over their children.,False.
2411,Encouraging good behavior is more effective than punishing bad behavior.,True.
2412,Parents who often spoil their children will have more successful and happy children.,False.
2413,Parents should never allow their children to fail.,False.
2414,"Children should always obey their parents, without asking why.",False.
2415,It is important for parents to apologize when they make mistakes.,True.
2416,Parents should never share their own struggles or failures with their children.,False.
2417,Parents should always be their child's friend first before being a strict authority figure.,False.
2418,Parents cannot be overprotective of their children.,False.
2419,Parents who let their children have unlimited screen time are being negligent.,True.
2420,Parents should always be available to their child 24/7.,False.
2421,It is important for parents to set a good example for their children.,True.
2422,Parents should never show affection towards each other in front of their children.,False.
2423,Giving children choices helps them learn to make decisions for themselves.,True.
2424,It is important for parents to trust their children.,True.
2425,Parents should never let their children experience failure or disappointment.,False.
2426,It is important for parents to spend one-on-one time with each of their children.,True.
2427,All children must be treated the same way by their parents.,False.
2428,Parents who prioritize their own happiness over their children's are being selfish.,False.
