,Question,Correct
1676,The World Wide Web is an online platform that allows users to access information and communicate with others across the globe.,True
1677,Free trade refers to the unrestricted import and export between countries with little or no tariffs or other barriers.,True
1678,Sociology is the study of plants.,False
1679,Psychology is the study of inanimate objects.,False
1680,Anthropology is the study of the stars and galaxies.,False
1681,Political science is the study of mythical creatures.,False
1682,Economics is the study of how to lose money.,False
1683,Dictatorship is a form of government where citizens elect their leaders.,False
1684,Autocracy is a form of government where rulers hold power based on their bloodline.,False
1685,Democracy is an economic system where the government owns and controls all resources.,False
1686,The US Constitution is not important.,False
1687,"The Declaration of Independence was signed by Great Britain in 1776, granting independence to 13 of its colonies in America.",False
1688,Universal suffrage is the right of a select group of citizens to vote in political elections.,False
1689,"Racism is the belief that all individuals are inherently equal, regardless of their race.",False
1690,Gender is a biological construct that denotes whether someone is male or female.,False
1691,Stereotyping is applying characteristics to an individual based on their unique traits.,False
1692,"The Civil Rights Movement was a social movement in the United States in the 1800s, aimed at ending segregation and discrimination against Indigenous people.",False
1693,Load shedding is the deliberate increase of power in a portion of a power grid to prevent the failure of the entire network.,False
1694,Climate change is a short-term change in local weather patterns caused by natural phenomena.,False
1695,Social media is a means of communication available to only a select group of people.,False
1696,Immigration is the process of removing individuals from one country and sending them to another.,False
1697,Pop culture refers to only the most high-brow and elitist forms of art.,False
1698,"Capital punishment, also known as the death penalty, is a form of punishment that involves the government putting someone in prison for life for crimes they have committed.",False
1699,The World Wide Web is a private online platform used by the military.,False
1700,Free trade refers to the restricted import and export between countries with high tariffs or other barriers.,False
1701,The Universal Declaration of Human Rights was adopted in 1948.,True
1702,"Everyone has the right to life, liberty, and security of person.",True
1703,The right to a fair trial is protected under international human rights law.,True
1704,Torture is illegal under international law.,True
1705,Women have the same rights as men under international human rights law.,True
1706,Children have special protections under international human rights law.,True
1707,The right to freedom of religion is protected under international human rights law.,True
1708,Forced labor is illegal under international law.,True
1709,The right to education is protected under international human rights law.,True
1710,The death penalty is legal in all countries.,False
1711,The right to freedom of expression is protected under international human rights law.,True
1712,Indigenous peoples have special protections under international human rights law.,True
1713,Everyone has the right to freedom of peaceful assembly and association.,True
1714,"Discrimination based on race, gender, or religion is illegal under international law.",True
1715,The right to privacy is protected under international human rights law.,True
1716,All countries in the world have ratified the Convention on the Rights of the Child.,False
1717,The right to work and earn a fair income is protected under international human rights law.,True
1718,The right to adequate housing is protected under international human rights law.,True
1719,The right to marry and start a family is protected under international human rights law.,True
1720,Torture is sometimes used as a legal form of punishment in some countries.,False
1721,The rights of refugees are protected under international human rights law.,True
1722,Freedom from slavery or involuntary servitude is protected under international human rights law.,True
1723,The death penalty violates the right to life under international human rights law.,True
1724,Minorities have the same rights as majorities under international human rights law.,True
1725,The Universal Declaration of Human Rights was adopted in 1968.,False
1726,No country has ever violated human rights.,False
1727,There are no protections for the LGBT community under international human rights law.,False
1728,Freedom of expression only applies to speech that is approved by the government.,False
1729,The right to a fair trial only applies in some countries.,False
1730,Women do not have the same rights as men under international human rights law.,False
1731,Children are not protected under international human rights law.,False
1732,Forced labor is legal in some countries.,False
1733,The death penalty is legal in all countries.,False
1734,The right to education is not protected under international human rights law.,False
1735,Indigenous peoples do not have any special protections under international human rights law.,False
1736,"Everyone has the right to own property, but it can be taken away without due process.",False
1737,The right to freedom of association only applies to certain groups.,False
1738,"Discrimination based on race, gender, or religion is legal in some countries.",False
1739,The right to privacy is not protected under international human rights law.,False
1740,All countries in the world have ratified the Convention on the Rights of Persons with Disabilities.,False
1741,The right to work and earn a fair income is not protected under international human rights law.,False
1742,The right to adequate housing is not protected under international human rights law.,False
1743,The right to marry and start a family is not protected under international human rights law.,False
1744,Torture is sometimes used as a legal form of punishment in every country.,False
1745,The rights of refugees are not protected under international human rights law.,False
1746,Freedom from slavery or involuntary servitude is not protected under international human rights law.,False
1747,The death penalty does not violate the right to life under international human rights law.,False
1748,Minorities do not have the same rights as majorities under international human rights law.,False
1749,The US Capitol is located in New York City.,False
1750,The current president of the United States is Joe Biden.,True
1751,The Olympics are going to be held in Paris in 2024.,False
1752,The World Health Organization declared COVID-19 a pandemic in 2020.,True
1753,The United Kingdom voted to leave the European Union in 2016.,True
1754,India is the world's second-most populous country.,True
1755,North Korea is a democratic country.,False
1756,Australia is the world's largest island.,True
1757,Hurricane Katrina struck the United States in 2005.,True
1758,The current monarch of the United Kingdom is Queen Elizabeth II.,True
1759,Nelson Mandela was the first black president of South Africa.,True
1760,The Great Wall of China is visible from space.,False
1761,The United States has 50 states.,True
1762,Malala Yousafzai is a Pakistani activist for female education.,True
1763,The Eiffel Tower is located in Madrid.,False
1764,Brazil is the largest country in South America.,True
1765,The Taj Mahal is located in Turkey.,False
1766,Vladimir Putin is the president of Russia.,False
1767,The Great Barrier Reef is located in South America.,False
1768,Venice is a city located in Greece.,False
1769,Albert Einstein invented the telephone.,False
1770,The Titanic sank in 1912.,True
1771,The Great Depression occurred in the 1920s.,False
1772,The Berlin Wall fell in 1989.,True
1773,The first man to land on the moon was Buzz Aldrin.,False
1774,The Amazon River is the longest river in the world.,False
1775,The Wright brothers were the first to successfully fly a powered airplane.,True
1776,The Soviet Union was dissolved in 1991.,True
1777,The United States declared independence from Great Britain in 1865.,False
1778,The Earth is flat.,False
1779,The United States has a bicameral legislative branch.,True
1780,The iPhone was invented by Samsung.,False
1781,"Shakespeare wrote the book ""To Kill a Mockingbird.""",False
1782,The moon orbits around the Earth.,True
1783,The United Nations headquarters is located in Washington D.C.,False
1784,Madonna is a famous Italian opera singer.,False
1785,Jupiter is the largest planet in our solar system.,True
1786,Hurricane Irma struck Miami in 2017.,True
1787,Chernobyl is a city in Ukraine that suffered a major nuclear accident in 1986.,True
1788,Mexico City is the capital of Brazil.,False
1789,The Statue of Liberty is located in Washington D.C.,False
1790,The currency used in Japan is the yen.,True
1791,The Mona Lisa is a painting by Leonardo da Vinci.,True
1792,The United States invaded Afghanistan in 2001.,True
1793,Nelson Mandela died in 2013.,True
1794,"The Soviet Union launched the first satellite, Sputnik, into space.",True
1795,The Magna Carta was signed in the 16th century.,False
1796,The Panama Canal was built by France.,False
1797,"The deadliest terrorist attack in history occurred on September 11th, 2001.",True
1798,The Internet was invented in the 1990s.,False
1799,Tokyo is the capital of Japan.,True
1800,The United Nations was founded in 1945.,True
1801,The European Union has more member countries than the African Union.,False
1802,The United States is the only country that has used nuclear weapons in warfare.,True
1803,The Paris Agreement is a global action plan to combat climate change.,True
1804,The G7 is an organization of the seven largest economies in the world.,True
1805,NATO stands for North Atlantic Trade Organization.,False
1806,Russia is a member of the G8.,False
1807,The United Nations Security Council has fifteen members.,True
1808,The International Court of Justice is located in New York City.,False
1809,The World Trade Organization regulates international trade.,True
1810,The European Union is the world's largest economy.,False
1811,Cuba is the only communist country in the Western Hemisphere.,True
1812,The United States has the largest military budget in the world.,True
1813,"The International Criminal Court is located in Geneva, Switzerland.",False
1814,The United States has diplomatic relations with every country in the world.,False
1815,The International Monetary Fund provides loans to countries experiencing economic difficulties.,True
1816,The World Bank is part of the United Nations.,False
1817,"The World Health Organization is headquartered in Geneva, Switzerland.",True
1818,The United States was a founding member of the United Nations.,True
1819,Canada is the second-largest country in the world by land area.,True
1820,The Treaty on the Non-Proliferation of Nuclear Weapons aims to prevent the spread of nuclear weapons.,True
1821,The African Union was founded in 2001.,False
1822,The Organization of American States is composed of 50 member states.,False
1823,China is the world's largest producer of carbon emissions.,True
1824,The United States is the only member of NATO located in North America.,False
1825,The United Kingdom is located in the southern hemisphere.,False
1826,The Cold War was a military conflict between the United States and China.,False
1827,The United States has the highest life expectancy in the world.,False
1828,The United States is a member of the Commonwealth of Nations.,False
1829,The United Nations has eight permanent member countries on the Security Council.,False
1830,The European Union has its own standing army.,False
1831,The Organization of Islamic Cooperation is composed of 57 member states.,True
1832,The Antarctic Treaty bans all human activity on the continent.,False
1833,The United States has a larger population than China.,False
1834,The Arctic Council has five member countries.,False
1835,North Korea is a member of the United Nations.,True
1836,Antarctica is the smallest continent.,False
1837,The United States is the only country with a constitution over 200 years old.,False
1838,The North Atlantic Treaty was signed in the 19th century.,False
1839,The Trans-Pacific Partnership is an organization of Pacific Rim countries.,True
1840,The United States has a larger economy than Japan.,True
1841,The World Health Organization has its headquarters in New York City.,False
1842,The United Nations has its own military force.,False
1843,The Commonwealth of Nations is composed entirely of former British colonies.,False
1844,"The North American Free Trade Agreement includes Canada, the United States, and Mexico.",True
1845,Australia is the world's smallest continent.,False
1846,The European Union's official currency is the euro.,True
1847,The International Criminal Court has the authority to try individuals for crimes against humanity.,True
1848,The Statue of Liberty is located in New York City.,True
1849,"The Golden Gate Bridge is located in San Francisco, California.",True
1850,Mount Rushmore features the faces of four US Presidents.,True
1851,The Washington Monument is taller than the Lincoln Memorial.,True
1852,The Grand Canyon is located in Arizona.,True
1853,The Empire State Building is located in Washington D.C.,False
1854,Niagara Falls is located in Canada.,True
1855,"The Gateway Arch is located in St. Louis, Missouri.",True
1856,The Hollywood sign is a national landmark.,False
1857,The US Capitol building is located in Philadelphia.,False
1858,"The National Mall in Washington D.C. includes the Lincoln Memorial, the Washington Monument, and the Capitol Building.",False
1859,"The Alamo is located in San Antonio, Texas.",True
1860,The Space Needle is located in Las Vegas.,False
1861,The Brooklyn Bridge is located in New York City.,True
1862,The Hoover Dam is located in Nevada.,False
1863,The White House is located in Washington D.C.,True
1864,"The USS Arizona Memorial is located in Pearl Harbor, Hawaii.",True
1865,The Gateway Arch is a symbol of westward expansion in the United States.,True
1866,"Graceland, the former home of Elvis Presley, is a national landmark.",False
1867,The Lincoln Memorial is located on the National Mall in Washington D.C.,True
1868,The Hollywood Walk of Fame is a national landmark.,False
1869,Mount Rushmore is located in South Dakota.,True
1870,The Empire State Building is taller than the Eiffel Tower.,False
1871,The Great Smoky Mountains National Park is located in Tennessee.,False
1872,The Statue of Liberty was a gift from France.,False
1873,The Golden Gate Bridge is the longest suspension bridge in the world.,False
1874,Mount Rushmore features the faces of five US Presidents.,False
1875,The Grand Canyon is located in Colorado.,False
1876,The US Capitol Building is located in New York City.,False
1877,"The Space Needle is located in Seattle, Washington.",True
1878,The Brooklyn Bridge is a national historic site.,True
1879,The Hoover Dam is located in Arizona.,True
1880,The White House was built in the 20th century.,False
1881,The USS Arizona Memorial is a national historic site.,False
1882,The Gateway Arch is taller than the Eiffel Tower.,False
1883,"Graceland, the former home of Elvis Presley, is a national historic site.",True
1884,The Lincoln Memorial was built in the 19th century.,False
1885,The Hollywood Walk of Fame is a national historic site.,True
1886,The Great Smoky Mountains National Park is located in Virginia.,False
1887,The Empire State Building was named after the state of New York.,False
1888,Niagara Falls is located entirely in the United States.,False
1889,The Gateway Arch was built in memory of Lewis and Clark.,True
1890,"The Alamo is located in Houston, Texas.",False
1891,The Washington Monument is taller than the Empire State Building.,False
1892,The Hollywood sign was originally created for a real estate promotion.,True
1893,The Space Needle was built for the 1962 World's Fair.,True
1894,The USS Arizona Memorial was built in memory of the attack on Pearl Harbor.,True
1895,The Grand Canyon is the deepest canyon in the world.,False
1896,Lady Gaga is known for her flamboyant performance style. True/False,True
1897,Beyoncé was a member of the girl group Destiny's Child. True/False,True
1898,Taylor Swift started as a country singer before transitioning to pop. True/False,True
1899,Brad Pitt won an Academy Award for Best Supporting Actor in Once Upon a Time... in Hollywood. True/False,True
1900,"The movie Titanic, directed by James Cameron, won 11 Academy Awards. True/False",True
1901,Tom Cruise played the lead role in the Mission: Impossible franchise. True/False,True
1902,Robert Downey Jr. is best known for his role as Tony Stark aka Iron Man. True/False,True
1903,Angelina Jolie won an Academy Award for her role in Maleficent. True/False,False
1904,George Clooney was named People magazine's Sexiest Man Alive twice. True/False,True
1905,Harry Potter and the Philosopher's Stone was the first movie in the Harry Potter franchise. True/False,True
1906,Johnny Depp played the role of Jack Sparrow in the Pirates of the Caribbean franchise. True/False,True
1907,Will Smith won an Academy Award for his performance in The Pursuit of Happyness. True/False,False
1908,Quentin Tarantino directed the movie Pulp Fiction. True/False,True
1909,Jennifer Lopez is the highest-paid Latin actress. True/False,True
1910,Kim Kardashian is a member of the Kardashian family. True/False,True
1911,Adele's most successful album is titled 21. True/False,True
1912,Denzel Washington is the only African American actor to win two Academy Awards for Best Actor. True/False,True
1913,Julia Roberts played the lead role in the movie Erin Brockovich. True/False,True
1914,Jim Carrey played the role of Ace Ventura in Ace Ventura: Pet Detective. True/False,True
1915,Ellen DeGeneres is a comedian and talk show host. True/False,True
1916,James Cameron directed the movie Avatar. True/False,True
1917,Kim Kardashian gained her popularity through her reality TV show Keeping Up with the Kardashians. True/False,True
1918,Meryl Streep has won the most Academy Awards of any actor or actress. True/False,False
1919,Kanye West has won over 20 Grammy Awards. True/False,True
1920,Jennifer Aniston starred in the movie Mean Girls. True/False,False
1921,The Jonas Brothers are not related. True/False,False
1922,Will Ferrell played a lead role in the movie The Dark Knight. True/False,False
1923,Steve Carell won an Academy Award for his performance in The 40-Year-Old Virgin. True/False,False
1924,Ellen Page played the lead role in the movie Juno. True/False,True
1925,Justin Bieber was discovered through his SoundCloud account. True/False,False
1926,Emma Watson played the role of Cinderella in the 2015 movie Cinderella. True/False,False
1927,Lily Collins played the lead role in the movie The Hunger Games. True/False,False
1928,Jennifer Lawrence played the role of Mystique in the X-Men franchise. True/False,True
1929,Katy Perry's most successful album is titled Teenage Dream. True/False,True
1930,Justin Timberlake was a member of the boy band One Direction. True/False,False
1931,The Weeknd's real name is Abel Makkonen Tesfaye. True/False,True
1932,Leonardo DiCaprio has never won an Academy Award. True/False,False
1933,Rihanna's full name is Robyn Rihanna Fenty. True/False,True
1934,Sophie Turner played the role of Rey in the Star Wars franchise. True/False,False
1935,Anne Hathaway played the lead role in the movie La La Land. True/False,False
1936,"Dwayne ""The Rock"" Johnson is a retired professional soccer player. True/False",False
1937,Chewbacca is a character from the Harry Potter franchise. True/False,False
1938,Selena Gomez was a part of the girl group Little Mix. True/False,False
1939,Aladdin is a Disney movie based on a true story. True/False,False
1940,Ariana Grande's most successful album is titled Sweetener. True/False,False
1941,Michael Jackson was inducted into the Rock and Roll Hall of Fame in 2010. True/False,False
1942,Leonardo DiCaprio played the role of Jordan Belfort in the movie The Wolf of Wall Street. True/False,True
1943,Justin Bieber's real name is Justin Drew Bieber. True/False,True
1944,Plants release oxygen during photosynthesis.,True
1945,The Earth's atmosphere consists mostly of nitrogen.,True
1946,Rainbows are caused by the refraction and reflection of light.,True
1947,The Great Barrier Reef is the world's largest coral reef system.,True
1948,The Earth's core is mostly made up of iron.,True
1949,Hummingbirds can fly backward.,True
1950,Hedgehogs are native to Australia.,False
1951,Cheetahs are the fastest land animals.,True
1952,A group of dolphins is called a pod.,True
1953,The Amazon rainforest is located in South America.,True
1954,Earthworms are hermaphrodites.,True
1955,The sun rises in the west and sets in the east.,False
1956,A beaver's tail can be used as a flotation device.,True
1957,Llamas are members of the camel family.,True
1958,The moon is the Earth's only natural satellite.,True
1959,Tsunamis are primarily caused by volcanic eruptions.,False
1960,A kangaroo can jump higher than a house.,True
1961,The Galápagos Islands are located in the Pacific Ocean.,True
1962,Ostriches can run faster than horses.,False
1963,The Sahara Desert is the largest hot desert in the world.,True
1964,Venus is the hottest planet in our solar system.,True
1965,Pineapples grow on trees.,False
1966,Bees can see all colors except for red.,True
1967,The largest tree in the world is the General Sherman tree.,True
1968,The oxygen we breathe comes from animals.,False
1969,All fungi are plants.,False
1970,The Atlantic Ocean is larger than the Pacific Ocean.,False
1971,All snakes are venomous.,False
1972,The Earth is flat.,False
1973,The apple is the most widely grown fruit in the world.,False
1974,The only things that cause pollution are human beings.,False
1975,The Sahara Desert is larger than the Amazon rainforest.,False
1976,"Orcas are actually whales, not dolphins.",False
1977,All spiders are insects.,False
1978,There are no active volcanoes in the United States.,False
1979,Only male birds can sing.,False
1980,The largest mammal in the world is the blue whale.,True
1981,Chimpanzees are monkeys.,False
1982,The honeybee is the only species of bee that produces honey.,False
1983,Snails are insects.,False
1984,The largest rodent in the world is the rat.,False
1985,Lightning never strikes the same place twice.,False
1986,The capital of Canada is Toronto.,False
1987,Bats are blind.,False
1988,Albino animals have pink eyes.,True
1989,Spiders have six legs.,False
1990,Penguins can fly.,False
1991,A female peacock is called a peahen.,True
1992,Only male peacocks have colorful feathers.,True
1993,Cooking methods that use dry heat include grilling.,True
1994,Baking is a cooking technique that uses liquid to cook foods.,False
1995,Boiling is a cooking technique that cooks food in a liquid that is heated to 100 degrees Celsius.,True
1996,Creaming butter and sugar together before adding other ingredients is a common technique in baking.,True
1997,"When baking bread, yeast is commonly used to make it rise.",True
1998,Sautéing is a cooking method that involves cooking food quickly in a small amount of oil or fat.,True
1999,"When cooking pasta, it’s important to rinse it with cold water after draining it.",False
2000,Steaming is a cooking method that uses moist heat.,True
2001,Vegetables should be stored in the freezer to keep them fresh longer.,False
2002,"When baking a cake, it's important to let it cool completely before frosting it.",True
2003,Roasting is a cooking method that uses dry heat to cook food.,True
2004,"When baking, it’s important to preheat the oven before putting food in.",True
2005,Foods cooked using the broiling method are typically cooked below the heat source.,False
2006,"When making a pizza, it’s traditional to use lots of cheese.",True
2007,Blanching is a cooking technique that involves placing food briefly in boiling water before immediately chilling it in ice water.,True
2008,"When frying foods, it’s important to use oil at its smoke point.",False
2009,A marinade is used to add flavor and/or to tenderize meat.,True
2010,Cooking in parchment paper is a type of steaming.,True
2011,Whipping egg whites can be used to add extra air to baked goods.,True
2012,Simmering is a cooking method that involves cooking food over low heat for a long time.,True
2013,"When making cookies, it's important to let the dough rest in the fridge before baking.",True
2014,"When cooking meat or poultry, it should be brought to room temperature before cooking.",False
2015,Searing meat before cooking it helps to lock in moisture.,True
2016,"When cooking dried beans, it’s important to soak them before cooking.",True
2017,Baking powder is used to make dough rise.,False
2018,"When cooking, it’s important to wear loose clothing and dangling jewelry.",False
2019,Salt should always be added to eggs before cooking.,False
2020,Adding too much flour to a recipe will make baked goods light and fluffy.,False
2021,"To cook pasta perfectly, you should put the noodles in the water before bringing the water to a boil.",False
2022,"When cooking meat, it's important to cut into it to check if it's done.",False
2023,"When baking, it’s always important to use room temperature eggs.",False
2024,Over-mixing can lead to tough baked goods.,True
2025,Peaches and nectarines should be boiled before being used in a pie.,False
2026,"When cooking with alcohol, it’s important to pour directly from the bottle to the hot pan.",False
2027,Using margarine instead of butter in a recipe will never affect the end result.,False
2028,"When cooking a roast, it’s best to use high heat to cook it quickly.",False
2029,It’s okay to leave food out at room temperature for several hours before cooking.,False
2030,"When cooking pasta, it’s important to add a lot of oil to the water to prevent the noodles from sticking together.",False
2031,"When boiling eggs, it’s important to add salt to the water.",False
2032,Too much sugar in baking can lead to overly sweet baked goods.,True
2033,"When cooking with a blender, it’s important to put hot liquids in it directly from the heat.",False
2034,Using a lower oven temperature than recommended will always result in chewy baked goods.,False
2035,"When making pancakes, it’s important to beat the batter thoroughly.",False
2036,Using expired ingredients won’t affect the final product.,False
2037,It’s safe to eat raw cookie dough because there are no raw meats in it.,False
2038,Immediately putting hot food in the fridge or freezer will not damage the appliance.,False
2039,"When cooking chicken, it’s important to wash it with soap and water.",False
2040,Using generic-brand ingredients in recipes won’t affect the final product.,False
2041,You can cook any type of meat or fish by boiling it in water.,False
2042,Plants need sunlight to survive.,True.
2043,A pH level of 7 is neutral.,True.
2044,Watering plants late at night is ideal.,False.
2045,Weeds should be removed from a garden to prevent them from taking over.,True.
2046,Composting can help reduce waste and improve soil quality.,True.
2047,Fertilizer provides plants with nutrients they need to grow.,True.
2048,Plants absorb water through their roots.,True.
2049,"Some plants grow best in full sun, while others prefer shade.",True.
2050,Over-watering plants can lead to root rot.,True.
2051,Tools should be cleaned and stored properly after each use.,True.
2052,Mulching can help retain moisture and suppress weeds in a garden.,True.
2053,Different types of soil can affect plant growth.,True.
2054,Plants should be spaced out properly to prevent overcrowding.,True.
2055,Deadheading flowers helps promote new growth and blooming.,True.
2056,Growing plants from seeds can be an economical way to garden.,True.
2057,Using native plants in a garden can be beneficial for local wildlife.,True.
2058,Garden beds should be prepared before planting.,True.
2059,Plants can be propagated through methods such as cuttings and layering.,True.
2060,Pesticides and herbicides should be used cautiously and properly.,True.
2061,Soil should be tested before planting to determine its nutrient levels.,True.
2062,Removing diseased leaves and plants can help prevent the spread of disease.,True.
2063,Watering plants in the early morning is ideal.,True.
2064,Growing herbs and vegetables in a garden can be a sustainable way to obtain fresh produce.,True.
2065,"Raised garden beds can provide better drainage than traditional, in-ground gardens.",True.
2066,Fertilizer can replace the need for proper sunlight.,False.
2067,Gravel at the bottom of a plant pot can improve drainage.,False.
2068,All plants require the same amount of water to survive.,False.
2069,Using expired seeds will still result in viable plants.,False.
2070,Plants should be fertilized immediately after planting.,False.
2071,Using more fertilizer than recommended will promote faster plant growth.,False.
2072,Yellowing leaves always indicate a lack of water.,False.
2073,Plants need to be watered daily in order to survive.,False.
2074,Organic pesticides are less harmful than synthetic ones.,False.
2075,Trees should not be pruned until they are fully mature.,False.
2076,"Insects should always be removed from a garden, even if they are beneficial.",False.
2077,Over-pruning of plants will always result in faster growth.,False.
2078,Transplanting plants in the middle of the day is ideal.,False.
2079,Removing all weeds from a garden will prevent them from growing back.,False.
2080,Synthetic fertilizers are always more effective than organic ones.,False.
2081,Planting at any time of the day is equally effective.,False.
2082,Using too much fertilizer can harm plants.,False.
2083,Worms are always harmful to a garden.,False.
2084,All plants require the same type of soil to grow.,False.
2085,A plant's health is not impacted by the amount of sunlight it receives.,False.
2086,Garden tools do not need to be cleaned regularly.,False.
2087,Plants do not need to be spaced out properly to grow.,False.
2088,Plants do not need to be watered regularly.,False.
2089,Pesticides and herbicides can be used in any amount without harm.,False.
2090,"DIY stands for ""Do It Yourself.""",True
2091,DIY projects can range from home improvement to crafts.,True
2092,DIY projects can save money compared to hiring professionals.,True
2093,DIY projects require basic knowledge of tools and materials.,True
2094,"DIY projects can be found in magazines, books, and online tutorials.",True
2095,DIY projects often involve repurposing or recycling materials.,True
2096,DIY projects can be a fun way to learn new skills.,True
2097,Safety should always be a top concern when working on a DIY project.,True
2098,DIY projects can add value to your home.,True
2099,YouTube is a popular source for DIY project tutorials.,True
2100,It is important to have a clear plan or instructions before starting a DIY project.,True
2101,DIY projects can be done individually or with a group.,True
2102,"DIY projects can involve power tools, such as saws and drills.",True
2103,DIY projects can be customized to fit personal style and preferences.,True
2104,DIY projects can provide a sense of accomplishment.,True
2105,DIY projects can be completed on weekends or evenings.,True
2106,Money can be saved on home decor by completing DIY projects.,True
2107,DIY projects can increase creativity and problem-solving skills.,True
2108,Some DIY projects can be done outdoors.,True
2109,Anyone with the right tools and materials can complete a DIY project.,True
2110,DIY projects can improve mental health by providing a positive outlet for stress.,True
2111,The outcome of a DIY project can depend on the quality of materials used.,True
2112,DIY projects can be a bonding experience for family and friends.,True
2113,DIY projects can be a cost-effective way to give gifts.,True
2114,DIY projects require no prior knowledge or experience.,False
2115,DIY projects can be completed quickly without taking time to plan.,False
2116,Professionals are always more expensive than DIY projects.,False
2117,DIY projects don't require any tools or materials.,False
2118,DIY projects are only limited to home repair.,False
2119,There is no need for safety precautions when working on DIY projects.,False
2120,DIY projects are never frustrating or challenging.,False
2121,DIY projects are always cheaper than buying pre-made items.,False
2122,DIY projects are always successful on the first try.,False
2123,YouTube is not a reliable source for DIY project tutorials.,False
2124,DIY projects are a waste of time and money.,False
2125,DIY projects cannot be individualized to personal preferences.,False
2126,DIY projects are always completed within a short time frame.,False
2127,There is no difference in quality between DIY and professionally made items.,False
2128,There are no potential risks or hazards when working on DIY projects.,False
2129,There are no additional benefits to completing DIY projects.,False
2130,DIY projects require no creativity or problem-solving skills.,False
2131,Some DIY projects cannot be done outdoors.,False
2132,Anyone can complete a DIY project with no preparation or planning.,False
2133,DIY projects contribute to negative mental health as they can be too stressful.,False
2134,Any materials can be used for DIY projects with the same quality and effectiveness.,False
2135,DIY projects are never done alone.,False
2136,DIY projects are never a cost-effective way to give gifts.,False
2137,All DIY projects require advanced skills and knowledge.,False
2138,Dance is a form of physical art.,True.
2139,Dance is usually performed to music.,True.
2140,Ballet is a type of dance.,True.
2141,Tap dancing requires special shoes.,True.
2142,Folk dance is traditionally associated with cultural celebrations.,True.
2143,Dance can be used as a form of expression.,True.
2144,Flamenco is a type of dance originating in Spain.,True.
2145,Salsa is a type of dance originating in Cuba.,True.
2146,Swing dance became popular in the United States in the 1920s.,True.
2147,Modern dance emphasizes freedom of expression and movement.,True.
2148,Jazz dance originated in African American communities in the United States.,True.
2149,K-pop dance incorporates elements of hip hop and traditional Korean dance.,True.
2150,Capoeira is a type of dance that originated in Brazil.,True.
2151,Irish step dancing evolved from traditional Irish dance.,True.
2152,Bollywood dance originated in India.,True.
2153,The cha-cha is a type of dance that originated in Cuba.,True.
2154,The waltz is a type of ballroom dance.,True.
2155,Hip hop dance originated in African American and Latino communities in the United States.,True.
2156,Tutting is a type of street dance that uses angles and geometric shapes.,True.
2157,Ballet dancers often wear pointe shoes to dance on their toes.,True.
2158,Bhangra is a type of dance originating in the Punjab region of India and Pakistan.,True.
2159,Ballroom dance is often performed in pairs.,True.
2160,Breakdancing originated in the African American and Latino communities of New York City.,True.
2161,Zumba is an exercise program that incorporates elements of dance.,True.
2162,Dance is only for athletes.,False.
2163,Tap dancing is a type of ballroom dance.,False.
2164,Folk dance is only popular in rural areas.,False.
2165,Dance is not a significant part of many cultural celebrations.,False.
2166,Flamenco originated in Mexico.,False.
2167,Salsa originated in Brazil.,False.
2168,Swing dance became popular in the United States in the 1950s.,False.
2169,Modern dance emphasizes strict rules and choreography.,False.
2170,Jazz dance is solely an African American art form.,False.
2171,K-pop dance has no connection to traditional Korean dance.,False.
2172,"Capoeira is a form of martial arts, not dance.",False.
2173,Irish step dancing has no connections to traditional Irish culture.,False.
2174,Bollywood dance originated in the United States.,False.
2175,The cha-cha is a type of dance that originated in Europe.,False.
2176,The waltz is an African dance.,False.
2177,Hip hop dance originated in Europe.,False.
2178,Tutting is a type of ballroom dance.,False.
2179,Ballet dancers always wear tutus.,False.
2180,Bhangra is a Japanese dance.,False.
2181,Ballroom dance is always slow and traditional.,False.
2182,Breakdancing is not a competitive dance form.,False.
2183,Zumba is solely an aerobic exercise program.,False.
2184,Dancing can only be done in a structured environment.,False.
2185,People who dance well are naturally gifted and don't need to practice.,False.
2186,Comic books and graphic novels are both types of visual storytelling.,True
2187,Comic books originated in the United States in the 1930s.,True
2188,The first comic book superhero was Superman.,True
2189,Batman's secret identity is Bruce Wayne.,True
2190,Spider-Man's secret identity is Peter Parker.,True
2191,The X-Men are a team of superheroes with mutant abilities.,True
2192,"The Avengers are a team of superheroes consisting of Iron Man, Captain America, Thor, Hulk, and Black Widow.",True
2193,"The Justice League is a team of superheroes consisting of Superman, Batman, Wonder Woman, The Flash, and Aquaman.",True
2194,"The comic book character Archie originated in a series called ""Archie Comics.""",True
2195,"Maus, a graphic novel by Art Spiegelman, tells the story of the Holocaust through the eyes of his father.",True
2196,"""Watchmen"" is a graphic novel written by Alan Moore and illustrated by Dave Gibbons.",True
2197,"""Sandman"" is a comic book series written by Neil Gaiman.",True
2198,"""The Walking Dead"" is a comic book series that was turned into a TV show.",True
2199,"""Batman: The Killing Joke"" is a famous graphic novel that focuses on the Joker.",True
2200,"""Persepolis"" is a graphic novel memoir by Marjane Satrapi.",True
2201,A panel is a single image in a comic book or graphic novel.,True
2202,A speech bubble is used to show dialogue in comic books and graphic novels.,True
2203,Inking is the process of adding the final lines and details to a penciled comic book page.,True
2204,A graphic novel is a longer-form comic book that usually tells a complete story.,True
2205,"""The Dark Knight Returns"" is a graphic novel by Frank Miller that tells an older Batman's story.",True
2206,"""V for Vendetta"" is a graphic novel written by Alan Moore and illustrated by David Lloyd.",True
